director_name,actor_2_name,gross,actor_1_name,actor_3_name,facenumber_in_poster,budget,imdb_score
James Cameron,Tia Carrere,146282411,Jamie Lee Curtis,Tom Arnold,0,115000000,7.2
Tony Scott,Ramon Rodriguez,65452312,Denzel Washington,Michael Rispoli,1,100000000,6.4
Paul Weitz,Blythe Danner,148383780,Robert De Niro,Teri Polo,10,100000000,5.5
Adam McKay,Will Ferrell,119219978,Dwayne Johnson,Derek Jeter,2,100000000,6.7
Chuck Russell,James Coburn,101228120,Vanessa Williams,Roma Maffia,1,100000000,6.1
Quentin Tarantino,Christoph Waltz,162804648,Leonardo DiCaprio,Ato Essandoh,1,100000000,8.5
Gary Trousdale,Jason Alexander,100117603,Demi Moore,Bill Fagerbakke,0,100000000,6.9
Mark Dindal,Wendie Malick,89296573,Eartha Kitt,John Fiedler,1,100000000,7.3
Simon West,Sylvester Stallone,85017401,Jason Statham,Bruce Willis,3,92000000,6.7
Jon Turteltaub,Armando Riesco,173005002,Nicolas Cage,Annie Parisse,0,100000000,6.9
Stefen Fangmeier,Ed Speleers,75030163,Djimon Hounsou,Gary Lewis,0,100000000,5.1
Spike Jonze,Ryan Corr,77222184,Catherine O'Hara,Max Records,0,100000000,6.8
Joe Wright,Cara Delevingne,34964818,Hugh Jackman,Nonso Anozie,4,150000000,5.8
Chris Wedge,Emma Kenney,107515297,Josh Hutcherson,Troy Evans,2,100000000,6.7
Florian Henckel von Donnersmarck,Angelina Jolie Pitt,67631157,Johnny Depp,Rufus Sewell,0,100000000,6
Peter Hyams,Mark Margolis,66862068,CCH Pounder,Udo Kier,0,83000000,5.7
Edward Zwick,Djimon Hounsou,57366262,Leonardo DiCaprio,Stephen Collins,0,100000000,8
Martin Scorsese,Matthew McConaughey,116866727,Leonardo DiCaprio,Jon Favreau,3,100000000,8.2
Joel Schumacher,Rene Auberjonois,184031112,Michael Gough,Debi Mazar,4,100000000,5.4
Paul Verhoeven,Patrick Muldoon,54700065,Jake Busey,Seth Gilliam,0,105000000,7.2
Tom Tykwer,Jim Sturgess,27098580,Tom Hanks,Jim Broadbent,5,102000000,7.5
Zack Snyder,Richard Roxburgh,55673333,Abbie Cornish,Anthony LaPaglia,1,80000000,7
Pitof,Christopher Heyerdahl,40198710,Frances Conroy,Alex Borstein,0,100000000,3.3
Brett Ratner,Rufus Sewell,72660029,Dwayne Johnson,Ingrid Bolsø Berdal,0,100000000,6
Ron Clements,Martin Short,38120554,Joseph Gordon-Levitt,Michael Wincott,0,140000000,7.1
Brad Silberling,Anna Friel,49392095,Will Ferrell,Bobb'e J. Thompson,1,100000000,5.4
Patrick Hughes,Sylvester Stallone,39292022,Jason Statham,Harrison Ford,15,90000000,6.1
Ericson Core,Edgar Ramírez,28772222,Ray Winstone,Delroy Lindo,1,105000000,5.3
Lawrence Guterman,Traylor Howard,17010646,Jamie Kennedy,Ben Stein,0,84000000,2.2
Ron Howard,Benjamin Walker,24985612,Chris Hemsworth,Frank Dillane,0,100000000,7
Ron Underwood,Randy Quaid,4411102,Rosario Dawson,Burt Young,1,100000000,3.8
Paul Greengrass,Sean Huze,35024475,Matt Damon,Igal Naor,1,100000000,6.9
Steve Martino,Venus Schultheis,130174897,Francesca Capaldi,Bill Melendez,0,99000000,7.2
David Mamet,Felicity Huffman,10200000,Ben Gazzara,Campbell Scott,0,10000000,7.3
Stephen Sommers,Brendan Fraser,202007640,Dwayne Johnson,Patricia Velasquez,5,98000000,6.3
Martin Scorsese,Liam Neeson,77679638,Leonardo DiCaprio,Jim Broadbent,3,100000000,7.5
Yimou Zhang,Ni Ni,9213,Christian Bale,Shigeo Kobayashi,2,94000000,7.6
Ash Brannon,Zooey Deschanel,58867694,Jeff Bridges,Jon Heder,0,100000000,6.8
Frank Oz,Matthew Broderick,59475623,Jon Lovitz,Roger Bart,1,90000000,5.2
Ridley Scott,Sam Shepard,108638745,Ioan Gruffudd,Ewen Bremner,0,92000000,7.7
Jay Roach,Thomas Middleditch,86897182,Will Ferrell,Katherine LaNasa,0,95000000,6.2
Luc Besson,Bruce Willis,63540020,Milla Jovovich,Gary Oldman,2,93000000,7.7
Michael Patrick King,Liza Minnelli,95328937,Chris Noth,Kristin Davis,4,100000000,4.3
Bibo Bergeron,Rosie Perez,50802661,Frank Welker,Elton John,1,95000000,6.9
Steve Martino,Josh Gad,161317423,Peter Dinklage,Drake,0,95000000,6.6
Kenneth Branagh,Derek Jacobi,201148159,Hayley Atwell,Lily James,1,95000000,7
Peter Jackson,AJ Michalka,43982842,Michael Imperioli,Tom McCarthy,1,65000000,6.7
Andrew Stanton,Stephen Root,380838870,Alexander Gould,Brad Garrett,0,94000000,8.2
Peter Jackson,Billy Boyd,377019252,Orlando Bloom,Bernard Hill,2,94000000,8.9
Peter Jackson,Orlando Bloom,340478898,Christopher Lee,Billy Boyd,1,94000000,8.7
Sergey Bodrov,Djimon Hounsou,17176900,Jeff Bridges,Olivia Williams,4,95000000,5.5
Simon West,Noah Taylor,131144183,Angelina Jolie Pitt,Chris Barrie,1,115000000,5.7
Wally Pfister,Morgan Freeman,23014504,Johnny Depp,Clifton Collins Jr.,1,100000000,6.3
Joe Johnston,Trevor Morgan,181166115,Michael Jeter,Alessandro Nivola,0,93000000,5.9
Rupert Wyatt,David Oyelowo,176740650,James Franco,Tyler Labine,0,93000000,7.6
Mark Waters,Tod Fennell,71148699,Martin Short,Joan Plowright,0,90000000,6.6
John Moore,Cole Hauser,67344392,Bruce Willis,Megalyn Echikunwoke,2,92000000,5.3
John Lee Hancock,Marc Blucas,22406362,Dennis Quaid,Jordi Mollà,0,107000000,6
Brad Bird,Craig T. Nelson,261437578,Holly Hunter,Lou Romano,0,92000000,8
Renny Harlin,Frank Langella,11000000,Christopher Masterson,Matthew Modine,3,98000000,5.6
Chris Columbus,Rosario Dawson,88761720,Logan Lerman,Steve Coogan,0,95000000,5.9
Barry Sonnenfeld,Rip Torn,250147615,Will Smith,Linda Fiorentino,0,90000000,7.3
John Lasseter,John Ratzenberger,245823397,Tom Hanks,Wayne Knight,2,90000000,7.9
Tony Scott,Rosario Dawson,81557479,Denzel Washington,Ethan Suplee,1,100000000,6.8
Brett Ratner,John Lone,226138454,Mei Melançon,Harris Yulin,2,90000000,6.6
Robert Zemeckis,Amber Valletta,155370362,Harrison Ford,Miranda Otto,0,100000000,6.6
Phil Lord,Bobb'e J. Thompson,124870275,Will Forte,Al Roker,1,100000000,7
Carlos Saldanha,Maile Flanagan,196573705,Denis Leary,Kelly Keaton,0,90000000,7
Ben Stiller,Adrian Martinez,58229120,Adam Scott,Joey Slotnick,1,90000000,7.3
McG,LL Cool J,125305545,Bill Murray,Kelly Lynch,0,92000000,5.5
Martin Scorsese,Matt Damon,132373442,Leonardo DiCaprio,Ray Winstone,0,90000000,8.5
Tony Bancroft,Harvey Fierstein,120618403,Ming-Na Wen,June Foray,0,90000000,7.5
Ben Stiller,Steve Coogan,110416702,Robert Downey Jr.,Brandon T. Jackson,3,92000000,7
David Fincher,Goran Visnjic,102515793,Robin Wright,Joely Richardson,1,90000000,7.8
John McTiernan,Aldis Hodge,100012500,Bruce Willis,Kevin Chamberlin,1,90000000,7.6
Guy Ritchie,Eddie Marsan,209019489,Robert Downey Jr.,Robert Maillet,3,90000000,7.6
Timur Bekmambetov,Ayelet Zurer,,Morgan Freeman,Moises Arias,2,,6.1
Gary Trousdale,Jim Varney,84037039,Leonard Nimoy,Cree Summer,0,120000000,6.8
Walt Becker,Joshua Mikel,85884815,Bella Thorne,Jesse McCartney,0,90000000,5
Bryan Singer,Tom Wilkinson,83077470,Tom Cruise,Thomas Kretschmann,0,75000000,7.1
Dennis Dugan,Sayed Badreya,100018837,Adam Sandler,Kevin Nealon,0,90000000,5.5
Chris Columbus,Adam Sandler,78747585,Peter Dinklage,Josh Gad,0,88000000,5.6
Steven Spielberg,William Hurt,78616689,Haley Joel Osment,Kevin Sussman,0,100000000,7.1
Rob Minkoff,Rachael Harris,75817994,Marsha Thomason,Marc John Jefferies,0,90000000,4.9
Robert Zemeckis,Tom Skerritt,100853835,Matthew McConaughey,Larry King,2,90000000,7.4
Paul Verhoeven,Kim Dickens,73209340,Greg Grunberg,Joey Slotnick,0,95000000,5.7
Sydney Pollack,George Harris,72515360,Curtiss Cook,Michael Wright,1,80000000,6.4
Thor Freudenthal,Leven Rambin,68558662,Logan Lerman,Brandon T. Jackson,0,90000000,5.9
Jan de Bont,Angelina Jolie Pitt,65653758,Gerard Butler,Djimon Hounsou,1,95000000,5.5
Jon M. Chu,Morgan Freeman,64685359,Daniel Radcliffe,Sanaa Lathan,6,90000000,6.9
Phillip Noyce,Michael Byrne,61355436,Alun Armstrong,Velibor Topic,0,68000000,6.2
Tony Scott,Stephen Dillane,26871,Brad Pitt,Catherine McCormack,2,92000000,7
Brian De Palma,Connie Nielsen,60874615,Don Cheadle,Kim Delaney,0,90000000,5.6
Carlos Saldanha,Wanda Sykes,143618384,Anne Hathaway,Will.i.am,0,90000000,7
Chris Columbus,Oliver Platt,58220776,Robin Williams,John Michael Higgins,0,100000000,6.8
Mick Jackson,Anne Heche,47474112,Don Cheadle,Gaby Hoffmann,0,90000000,5.4
Alan J. Pakula,Brad Pitt,42877165,Harrison Ford,Natascha McElhone,0,86000000,6.1
Kathryn Bigelow,Christian Camargo,35168677,Liam Neeson,Lex Shrapnel,1,100000000,6.7
Josh Trank,Reg E. Cathey,56114221,Tim Blake Nelson,Tim Heidecker,3,120000000,4.3
John Milius,Mako,37567440,William Smith,Sandahl Bergman,0,20000000,6.9
Ron Howard,Bruce McGill,61644321,Paddy Considine,Rosemarie DeWitt,0,88000000,8
Andrey Konchalovskiy,Nathan Lane,190562,Shirley Henderson,Richard E. Grant,0,90000000,4.4
Gary Ross,Michael Angarano,120147445,Jeff Bridges,Michael O'Neill,0,87000000,7.3
Jan de Bont,Alan Ruck,241688385,Philip Seymour Hoffman,Jami Gertz,0,92000000,6.3
Rob Cohen,Vin Diesel,144512310,Paul Walker,Jordana Brewster,2,38000000,6.7
Robert Zemeckis,Paul Sanchez,233630478,Tom Hanks,Nick Searcy,1,90000000,7.7
George Miller,Hugh Jackman,197992827,Robin Williams,Elizabeth Daily,0,100000000,6.5
Paul Greengrass,Joan Allen,176049130,Matt Damon,Oksana Akinshina,1,75000000,7.8
Wolfgang Petersen,Gary Oldman,172620724,Harrison Ford,Dean Stockwell,1,85000000,6.4
Steven Soderbergh,Bernie Mac,183405771,Brad Pitt,Elliott Gould,4,85000000,7.8
Paul W.S. Anderson,Logan Lerman,20315324,Milla Jovovich,Orlando Bloom,8,75000000,5.8
Genndy Tartakovsky,Adam Sandler,148313048,Steve Buscemi,Jon Lovitz,2,85000000,7.1
Kevin Lima,Teala Dunn,127706877,Jeff Bennett,Fred Tatasciore,2,85000000,7.1
,Scott Thompson,,Caroline Dhavernas,Hettienne Park,1,,8.6
Daniel Espinosa,Ryan Reynolds,126149655,Denzel Washington,Sam Shepard,1,85000000,6.8
Kevin Lima,Eric Idle,66941559,Ioan Gruffudd,Jim Carter,1,85000000,4.8
Brett Ratner,Gabourey Sidibe,78009155,Matthew Broderick,Judd Hirsch,5,75000000,6.2
Nancy Meyers,Rufus Sewell,63224849,Kate Winslet,Sarah Parish,3,85000000,6.9
Tony Scott,Jake Busey,111544445,Will Smith,Lisa Bonet,4,90000000,7.3
Nancy Meyers,Hunter Parrish,112703470,Meryl Streep,Zoe Kazan,2,85000000,6.6
Steven Soderbergh,Matt Damon,117144465,Al Pacino,Brad Pitt,3,85000000,6.9
Roger Allers,Debra Messing,84303558,Jon Favreau,Jane Krakowski,1,85000000,6.2
Neil Burger,Theo James,150832203,Kate Winslet,Mekhi Phifer,2,85000000,6.7
Jean-Jacques Annaud,Gabriel Thomson,51396781,Bob Hoskins,Clemens Schick,1,68000000,7.6
Peter Berg,Rosario Dawson,47592825,Dwayne Johnson,Ewen Bremner,1,85000000,6.7
John McTiernan,Tom Noonan,50016394,F. Murray Abraham,Joan Plowright,1,70000000,6.2
Rob Marshall,Mako,57010853,Li Gong,Karl Yune,1,85000000,7.3
Justin Lin,Zachery Ty Bryan,62494975,Amber Stevens West,Nikki Griffin,5,85000000,6
Sarah Smith,Imelda Staunton,46440491,Jim Broadbent,Michael Palin,1,100000000,7.1
Martin Brest,Brad Pitt,44606335,Anthony Hopkins,Jake Weber,0,90000000,7.1
Andrew Davis,Rick Worthy,40048332,Raymond Cruz,Jsu Garcia,1,85000000,5.5
Bob Fosse,Ben Vereen,,Roy Scheider,Max Wright,0,,7.8
Tarsem Singh,Nathan Lane,64933670,Julia Roberts,Danny Woodburn,1,85000000,5.6
Edgar Wright,Kieran Culkin,31494270,Anna Kendrick,Ellen Wong,0,60000000,7.5
Jon Amiel,Tchéky Karyo,31111260,Glenn Morshower,Rekha Sharma,0,60000000,5.4
Peter Segal,Janet Jackson,123307945,Larry Miller,Chris Elliott,1,65000000,4.3
Raja Gosnell,Linda Cardellini,153288182,Sarah Michelle Gellar,Miguel A. Núñez Jr.,3,84000000,4.9
Pete Travis,Jason Cope,13401683,Wood Harris,Rakie Ayola,0,35000000,7.1
Frank Coraci,Cameron Monaghan,137340146,Adam Sandler,Julie Kavner,1,70000000,6.4
George A. Romero,Hal Holbrook,,Ted Danson,Adrienne Barbeau,0,8000000,6.9
Brad Peyton,Sean Hayes,43575716,Jack McBrayer,Katt Williams,0,85000000,4.3
Doug Liman,Hayden Christensen,80170146,Kristen Stewart,Tom Hulce,0,85000000,6.1
Guillermo del Toro,Iván Kamarás,75754670,Seth MacFarlane,Brian Steele,0,85000000,7
David Fincher,Jake Gyllenhaal,33048353,Robert Downey Jr.,Anthony Edwards,0,65000000,7.7
Roger Spottiswoode,Michael Rapaport,34543701,Robert Duvall,Tony Goldwyn,1,82000000,5.9
Tom Shadyac,Steve Carell,242589580,Morgan Freeman,Lisa Ann Walter,1,81000000,6.7
Sylvester Stallone,Sylvester Stallone,102981571,Jason Statham,Jet Li,9,80000000,6.5
Brian De Palma,Kristin Scott Thomas,180965237,Tom Cruise,Vanessa Redgrave,0,80000000,7.1
Gary Ross,Josh Hutcherson,407999255,Jennifer Lawrence,Anthony Reynolds,0,78000000,7.3
Todd Phillips,Mason Lee,254455986,Bradley Cooper,Mike Tyson,0,80000000,6.5
Tim Burton,Vincent Schiavelli,162831698,Michael Gough,Andrew Bryniarski,0,80000000,7
Tim Johnson,Steve Carell,155019340,Bruce Willis,Catherine O'Hara,1,80000000,6.8
Dean DeBlois,Jason Scott Lee,145771527,Tia Carrere,David Ogden Stiers,0,80000000,7.2
Gary Winick,Julia Roberts,82506325,Steve Buscemi,Oprah Winfrey,0,,6.4
Mimi Leder,Jon Favreau,140459099,Morgan Freeman,Robert Duvall,0,75000000,6.1
Dean Parisot,Anthony Hopkins,53215979,Bruce Willis,Garrick Hagon,7,84000000,6.7
Peter Segal,Steve Reevis,158115031,Adam Sandler,Dalip Singh,11,82000000,6.4
Mike Mitchell,Jesse McCartney,133103929,Amy Poehler,Lauren Gottlieb,0,75000000,4.4
Dennis Dugan,Adam Sandler,133668525,Steve Buscemi,Jon Lovitz,4,80000000,5.4
Peter Segal,Dwayne Johnson,130313314,Bill Murray,Anne Hathaway,1,80000000,6.5
Nancy Meyers,Jon Favreau,124590960,Keanu Reeves,Paul Michael Glaser,1,80000000,6.7
Martin Scorsese,Joseph Sikora,127968405,Leonardo DiCaprio,Nellie Sciutto,0,80000000,8.1
Seth Gordon,Robert Duvall,120136047,Jon Favreau,Katy Mixon,2,80000000,5.6
Chris Wedge,Drew Carey,128200012,Jim Broadbent,Paula Abdul,1,75000000,6.3
John Woo,CCH Pounder,112225777,Nicolas Cage,Joan Allen,0,80000000,7.3
Adam Shankman,Carmen Electra,109993847,Adam Sandler,Kathryn Joosten,0,80000000,6.1
Sam Mendes,Jennifer Jason Leigh,104054514,Tom Hanks,Liam Aiken,0,80000000,7.7
Dennis Dugan,Bailee Madison,103028109,Adam Sandler,Kevin Nealon,1,80000000,6.4
,Royce Johnson,,Elden Henson,Charlie Cox,0,,8.8
Simon West,Monica Potter,101087161,Steve Buscemi,Dave Chappelle,6,75000000,6.8
D.J. Caruso,Ethan Embry,101111837,Rosario Dawson,Cameron Boyce,3,80000000,6.6
Anthony Minghella,Natalie Portman,95632614,Philip Seymour Hoffman,Charlie Hunnam,3,79000000,7.2
Albert Hughes,Mila Kunis,94822707,Denzel Washington,Gary Oldman,0,80000000,6.9
Les Mayfield,Jodi Benson,92969824,Robin Williams,Sam Lloyd,1,80000000,5.2
Jan de Bont,Lili Taylor,91188905,Liam Neeson,Virginia Madsen,0,80000000,4.9
Joe Pytka,Wayne Knight,90443603,Bill Murray,Michael Jordan,1,80000000,6.3
Shawn Levy,Henry Czerny,82226474,Roger Rees,William Abadie,0,65000000,5.6
Scott Derrickson,Jon Hamm,79363785,Keanu Reeves,Juan Riedinger,0,80000000,5.5
Richard Donner,Alex McArthur,76081498,Julia Roberts,Michael Potts,1,75000000,6.7
David Ayer,Logan Lerman,85707116,Brad Pitt,Jim Parrack,4,68000000,7.6
Ivan Reitman,Anne Heche,74329966,Harrison Ford,Amy Sedaris,2,70000000,5.7
Eric Brevig,Tom Cavanagh,100169068,Justin Timberlake,Josh Robert Thompson,0,80000000,4.6
Kelly Asbury,Charles Napier,73215310,Matt Damon,Zahn McClarnon,0,80000000,7
Frank Coraci,Leslie Bibb,80360866,Rosario Dawson,Nicholas Turturro,1,80000000,5.2
Stephen Hopkins,William Hurt,69102910,Gary Oldman,June Lockhart,0,80000000,5.1
Jonathan Demme,Dorian Missick,65948711,Denzel Washington,Jose Pablo Cantillo,1,80000000,6.6
Henry Jaglom,Stephen Dillane,821997,Vanessa Redgrave,Michael Brandon,0,,7
Genndy Tartakovsky,Adam Sandler,169692572,Steve Buscemi,Fran Drescher,0,80000000,6.7
,Agnes Moorehead,,Elizabeth Montgomery,Dick York,1,,7.6
James Algar,Penn Jillette,60507228,Quincy Jones,Russi Taylor,0,80000000,7.3
Simon Wells,Alan Young,56684819,Mark Addy,Josh Stamberg,0,80000000,5.9
Ron Underwood,Mika Boorem,50628009,Charlize Theron,David Paymer,0,90000000,5.6
Dominic Sena,Don Cheadle,69772969,Hugh Jackman,Sam Shepard,4,80000000,6.5
Martin Campbell,Nick Chinlund,45356386,Michael Emerson,Adrian Alonso,1,75000000,5.9
Vincent Ward,Annabella Sciorra,55350897,Robin Williams,Rosalind Chao,1,85000000,7
Steven Brill,Jon Lovitz,39442871,Adam Sandler,Michael McKean,0,80000000,5.3
Terry Gilliam,Heath Ledger,37899638,Matt Damon,Mackenzie Crook,2,88000000,5.9
Tim Burton,Martin Short,37754208,Natalie Portman,Lukas Haas,3,70000000,6.3
Lucile Hadzihalilovic,Roxane Duran,,Nissim Renard,Julie-Marie Parmentier,0,,6.4
Lee Tamahori,Harold Perrineau,27779888,Anthony Hopkins,Bart the Bear,2,,6.9
Jonathan Mostow,Devin Ratray,38542418,Bruce Willis,Boris Kodjoe,5,80000000,6.3
Roger Donaldson,Jon Foster,34566746,Bruce Greenwood,Bruce Thomas,1,80000000,7.3
Rob Cohen,Viggo Mortensen,32885565,Sylvester Stallone,Amy Brenneman,0,80000000,5.8
Barry Cook,Tiya Sircar,36073232,Charlie Rowe,Madison Rothschild,0,80000000,5.2
Roger Christian,Michael Byrne,21471685,Richard Tyson,John Topor,0,44000000,2.4
Joe Dante,Jenna Elfman,20950820,Brendan Fraser,Heather Locklear,4,80000000,5.7
Rob Marshall,Elio Germano,19673424,Fergie,Andrea Di Stefano,4,80000000,5.8
Richard Donner,Gerard Butler,19480739,Paul Walker,Ethan Embry,0,80000000,5.6
Kevin Costner,Brian Anthony Wilson,17593391,Olivia Williams,Larenz Tate,1,80000000,6
George Miller,Elizabeth Daily,18318000,Adam Goldberg,Glenne Headly,0,80000000,5.8
Breck Eisner,Joseph Gilgun,27356090,Vin Diesel,Lotte Verbeek,0,90000000,6
Antony Hoffman,Val Kilmer,17473245,Bob Neill,Tom Sizemore,1,70000000,5.7
Luc Besson,Adam LeFevre,15131330,Mia Farrow,Penny Balfour,0,86000000,6
Jacques Perrin,Jacques Perrin,19406406,Pedro Armendáriz Jr.,Rie Miyazawa,0,40000000,7.8
Peter Hyams,Catherine McCormack,1891821,David Oyelowo,Jemima Rooper,0,52000000,4.2
Paul W.S. Anderson,Currie Graham,23219748,Sasha Roiz,Dylan Schombing,0,80000000,5.6
Andrés Couturier,David Hoffman,,Sariann Monaco,Ben Diskin,0,8000000,4.4
Ron Howard,Austin Pendleton,170708996,Adam Goldberg,Judd Hirsch,0,58000000,8.2
Roger Allers,Nathan Lane,422783777,Matthew Broderick,Niketa Calame,0,45000000,8.5
Brad Peyton,Dwayne Johnson,103812241,Josh Hutcherson,Kristin Davis,3,79000000,5.8
Cody Cameron,Khamani Griffin,119793567,Will Forte,Melissa Sturm,0,78000000,6.5
Brett Ratner,Anthony Hopkins,92930005,Philip Seymour Hoffman,Emily Watson,0,78000000,7.2
Joe Johnston,Viggo Mortensen,67286731,J.K. Simmons,Peter Mensah,1,100000000,6.7
Dennis Dugan,Adam Sandler,74158157,Al Pacino,Tim Meadows,2,79000000,3.4
John Singleton,Cole Hauser,127083765,Paul Walker,Mo Gallini,5,76000000,5.9
Mark Osborne,James Franco,1339152,Jeff Bridges,Mackenzie Foy,1,81200000,7.8
Oliver Hirschbiegel,Veronica Cartwright,15071514,Roger Rees,Jeremy Northam,2,80000000,5.9
Des McAnuff,Janeane Garofalo,26000610,Robert De Niro,Jonathan Winters,0,76000000,4.1
Yarrow Cheney,Eric Stonestreet,323505540,Steve Coogan,Albert Brooks,0,75000000,6.8
Stephen Norrington,Max Ryan,66462600,Jason Flemyng,Tony Curran,3,78000000,5.8
Pierre Coffin,Miranda Cosgrove,368049635,Steve Carell,Steve Coogan,0,76000000,7.5
Roland Emmerich,Adam Baldwin,306124059,Will Smith,Mary McDonnell,0,75000000,6.9
Steven Spielberg,Richard Schiff,229074524,Ariana Richards,Vanessa Lee Chester,0,73000000,6.5
Eric Darnell,Cedric the Entertainer,193136719,Jada Pinkett Smith,Andy Richter,0,75000000,6.9
Alfonso Cuarón,Danny Huston,35286428,Charlie Hunnam,Rita Davies,0,76000000,7.9
Bryan Singer,Tyler Mane,157299717,Hugh Jackman,Bruce Davison,0,75000000,7.4
Timur Bekmambetov,Morgan Freeman,134568845,Angelina Jolie Pitt,Common,0,75000000,6.7
Michael Bay,Michael Biehn,134006721,Nicolas Cage,Bokeem Woodbine,1,75000000,7.4
Carlos Saldanha,Ray Romano,195329763,Denis Leary,Jay Leno,0,80000000,6.9
Peter Segal,Peter Dante,120776832,Adam Sandler,Allen Covert,2,75000000,6.8
Adam Shankman,Elijah Kelley,118823091,Jerry Stiller,Paul Dooley,9,75000000,6.7
Renny Harlin,Alan Ford,41814863,James D'Arcy,Izabella Scorupco,0,50000000,5.1
David Kellogg,Rene Auberjonois,97360069,Matthew Broderick,Rupert Everett,0,75000000,4.1
Louis Leterrier,Common,117698894,Morgan Freeman,Michael Kelly,6,75000000,7.3
Dennis Dugan,Adam Sandler,162001186,Steve Buscemi,Salma Hayek,4,80000000,6
Steven Spielberg,Chi McBride,77032279,Tom Hanks,Barry Shabaka Henley,0,60000000,7.3
,Matt Ryan,,Harold Perrineau,Charles Halford,1,,7.5
Thor Freudenthal,Kevin Dillon,73023275,Don Cheadle,Yvette Nicole Brown,4,35000000,5.4
Martin Campbell,Scott Glenn,68473360,Nicholas Lea,Ben Mendelsohn,0,75000000,5.9
Mike Nichols,Tom Hanks,66636385,Philip Seymour Hoffman,Jud Tylor,1,75000000,7.1
Bibo Bergeron,Martin Scorsese,160762022,Robert De Niro,Angelina Jolie Pitt,0,75000000,6
Bill Condon,Jennifer Hudson,103338338,Loretta Devine,Anika Noni Rose,0,70000000,6.5
,Brent Sexton,,Adam Arkin,Damian Lewis,1,,8.3
F. Gary Gray,Christina Milian,55808744,Dwayne Johnson,Debi Mazar,4,53000000,5.7
Steven Spielberg,Moritz Bleibtreu,47379090,Ayelet Zurer,Mathieu Amalric,0,70000000,7.6
Antoine Fuqua,Tom Skerritt,43426961,Bruce Willis,Cole Hauser,1,70000000,6.6
Robert Luketic,Lisa Ann Walter,47000485,Tom Selleck,Catherine O'Hara,2,75000000,5.4
Guy Ritchie,Elizabeth Debicki,45434443,Henry Cavill,Christian Berkel,2,75000000,7.3
James L. Brooks,Paz Vega,42044321,Adam Sandler,Sarah Steele,2,80000000,6.5
Gil Kenan,Jon Heder,73661010,Steve Buscemi,Catherine O'Hara,0,75000000,6.6
Barry Levinson,Brían F. O'Byrne,41523271,Bruce Willis,Azura Skye,2,80000000,6.6
Jerry Zucker,Ben Cross,37600435,Julia Ormond,John Gielgud,3,55000000,5.9
Andy Tennant,Geoffrey Palmer,39251128,Bai Ling,Randall Duk Kim,2,75000000,6.7
Tarsem Singh,Daniel Sharman,83503161,Henry Cavill,Steve Byers,1,75000000,6.1
Florent-Emilio Siri,Bruce Willis,34636443,Jimmy Bennett,Ransford Doherty,0,52000000,6.6
Don Bluth,Janeane Garofalo,22751979,Matt Damon,Nathan Lane,0,75000000,6.6
Ron Shelton,Bruce Greenwood,30013346,Harrison Ford,Lena Olin,2,75000000,5.3
Paul W.S. Anderson,Sean Pertwee,14567883,Connie Nielsen,Jason Scott Lee,1,75000000,6
David Pastor,Kiernan Shipka,90820,Christopher Meloni,Lou Taylor Pucci,0,,6
Henry Selick,Bridget Fonda,5409517,Brendan Fraser,Megan Mullally,0,75000000,4.7
John Moore,Tony Curran,21009180,Dennis Quaid,Miranda Otto,4,45000000,6.1
M. Night Shyamalan,Bruce Willis,94999143,Robin Wright,Michael Kelly,0,75000000,7.2
